State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Kerala,KOLLAM,Coconut,2018-19,Whole Year,45473.19,Hectare,319000000,Nuts,7015.122537
Kerala,KOTTAYAM,Coconut,2016-17,Whole Year,25610,Hectare,127000000,Nuts,4959.00039
Kerala,KOTTAYAM,Coconut,2017-18,Whole Year,25619,Hectare,141000000,Nuts,5503.727702
Kerala,KOTTAYAM,Coconut,2018-19,Whole Year,25513.92,Hectare,124000000,Nuts,4860.09206
Kerala,KOZHIKODE,Coconut,2016-17,Whole Year,119064,Hectare,837000000,Nuts,7029.832695
Kerala,KOZHIKODE,Coconut,2017-18,Whole Year,112305,Hectare,815000000,Nuts,7257.023285
Kerala,KOZHIKODE,Coconut,2018-19,Whole Year,115706.18,Hectare,790000000,Nuts,6827.638766
Kerala,MALAPPURAM,Coconut,2016-17,Whole Year,102836,Hectare,878000000,Nuts,8537.866117
Kerala,MALAPPURAM,Coconut,2017-18,Whole Year,105090,Hectare,855000000,Nuts,8135.883528
Kerala,MALAPPURAM,Coconut,2018-19,Whole Year,104684.71,Hectare,912000000,Nuts,8711.873969
Kerala,PALAKKAD,Coconut,2016-17,Whole Year,59547,Hectare,397000000,Nuts,6667.002536
Kerala,PALAKKAD,Coconut,2017-18,Whole Year,54046,Hectare,414000000,Nuts,7660.141361
Kerala,PALAKKAD,Coconut,2018-19,Whole Year,55501.52,Hectare,441000000,Nuts,7945.728333
Kerala,PATHANAMTHITTA,Coconut,2016-17,Whole Year,15877,Hectare,89000000,Nuts,5605.592996
Kerala,PATHANAMTHITTA,Coconut,2017-18,Whole Year,15816,Hectare,92000000,Nuts,5816.894284
Kerala,PATHANAMTHITTA,Coconut,2018-19,Whole Year,15815.74,Hectare,94000000,Nuts,5943.446212
Kerala,THIRUVANANTHAPURAM,Coconut,2016-17,Whole Year,70467,Hectare,573000000,Nuts,8131.465792
Kerala,THIRUVANANTHAPURAM,Coconut,2017-18,Whole Year,68110,Hectare,562000000,Nuts,8251.358097
Kerala,THIRUVANANTHAPURAM,Coconut,2018-19,Whole Year,71157.95,Hectare,491000000,Nuts,6900.14257
Kerala,THRISSUR,Coconut,2016-17,Whole Year,80504,Hectare,500000000,Nuts,6210.871509
Kerala,THRISSUR,Coconut,2017-18,Whole Year,80586,Hectare,469000000,Nuts,5819.869456
Kerala,THRISSUR,Coconut,2018-19,Whole Year,79765.86,Hectare,496000000,Nuts,6218.199114
Kerala,WAYANAD,Coconut,2016-17,Whole Year,10322,Hectare,73000000,Nuts,7072.272815
Kerala,WAYANAD,Coconut,2017-18,Whole Year,10368,Hectare,62000000,Nuts,5979.938272
Kerala,WAYANAD,Coconut,2018-19,Whole Year,10121.33,Hectare,56000000,Nuts,5532.869692
Puducherry,KARAIKAL,Coconut,2016-17,Whole Year,198,Hectare,2063000,Nuts,10419.19192
Puducherry,KARAIKAL,Coconut,2017-18,Whole Year,194,Hectare,1824000,Nuts,9402.061856
Puducherry,KARAIKAL,Coconut,2018-19,Whole Year,187,Hectare,1216000,Nuts,6502.673797
Puducherry,MAHE,Coconut,2016-17,Whole Year,462,Hectare,3742000,Nuts,8099.5671
Puducherry,MAHE,Coconut,2017-18,Whole Year,460,Hectare,4600000,Nuts,10000
Puducherry,MAHE,Coconut,2018-19,Whole Year,455,Hectare,4550000,Nuts,10000
Puducherry,PONDICHERRY,Coconut,2016-17,Whole Year,989,Hectare,12560000,Nuts,12699.69666
Puducherry,PONDICHERRY,Coconut,2017-18,Whole Year,978,Hectare,9389000,Nuts,9600.204499
Puducherry,PONDICHERRY,Coconut,2018-19,Whole Year,959,Hectare,10501000,Nuts,10949.94786
Puducherry,YANAM,Coconut,2016-17,Whole Year,281,Hectare,3372000,Nuts,12000
Puducherry,YANAM,Coconut,2017-18,Whole Year,278,Hectare,5082000,Nuts,18280.57554
Puducherry,YANAM,Coconut,2018-19,Whole Year,276,Hectare,1656000,Nuts,6000
Tamil Nadu,ARIYALUR,Coconut,2016-17,Whole Year,303,Hectare,3400000,Nuts,11221.12211
Tamil Nadu,ARIYALUR,Coconut,2017-18,Whole Year,311,Hectare,4000000,Nuts,12861.73633
Tamil Nadu,ARIYALUR,Coconut,2018-19,Whole Year,325,Hectare,5800000,Nuts,17846.15385
Tamil Nadu,CHENNAI,Coconut,2018-19,Whole Year,60,Hectare,,Nuts,0
Tamil Nadu,COIMBATORE,Coconut,2016-17,Whole Year,85832,Hectare,587900000,Nuts,6849.426787
Tamil Nadu,COIMBATORE,Coconut,2017-18,Whole Year,87413,Hectare,803800000,Nuts,9195.428598
Tamil Nadu,COIMBATORE,Coconut,2018-19,Whole Year,87702,Hectare,1250600000,Nuts,14259.652
Tamil Nadu,CUDDALORE,Coconut,2016-17,Whole Year,1640,Hectare,38100000,Nuts,23231.70732
Tamil Nadu,CUDDALORE,Coconut,2017-18,Whole Year,1626,Hectare,34200000,Nuts,21033.21033
Tamil Nadu,CUDDALORE,Coconut,2018-19,Whole Year,1609,Hectare,37100000,Nuts,23057.79988
Tamil Nadu,DHARMAPURI,Coconut,2016-17,Whole Year,7974,Hectare,55700000,Nuts,6985.201906
Tamil Nadu,DHARMAPURI,Coconut,2017-18,Whole Year,7751,Hectare,69900000,Nuts,9018.191201
Tamil Nadu,DHARMAPURI,Coconut,2018-19,Whole Year,9170,Hectare,169000000,Nuts,18429.66194
Tamil Nadu,DINDIGUL,Coconut,2016-17,Whole Year,30538,Hectare,241600000,Nuts,7911.454581
Tamil Nadu,DINDIGUL,Coconut,2017-18,Whole Year,29233,Hectare,155200000,Nuts,5309.068518
Tamil Nadu,DINDIGUL,Coconut,2018-19,Whole Year,28829,Hectare,191600000,Nuts,6646.085539
Tamil Nadu,ERODE,Coconut,2016-17,Whole Year,14301,Hectare,149800000,Nuts,10474.79197
Tamil Nadu,ERODE,Coconut,2017-18,Whole Year,14026,Hectare,114700000,Nuts,8177.670041
Tamil Nadu,ERODE,Coconut,2018-19,Whole Year,14315,Hectare,187100000,Nuts,13070.20608
Tamil Nadu,KANCHIPURAM,Coconut,2016-17,Whole Year,2824,Hectare,30700000,Nuts,10871.10482
Tamil Nadu,KANCHIPURAM,Coconut,2017-18,Whole Year,2438,Hectare,8500000,Nuts,3486.464315
Tamil Nadu,KANCHIPURAM,Coconut,2018-19,Whole Year,2392,Hectare,13000000,Nuts,5434.782609
Tamil Nadu,KANNIYAKUMARI,Coconut,2016-17,Whole Year,23988,Hectare,210000000,Nuts,8754.377189
Tamil Nadu,KANNIYAKUMARI,Coconut,2017-18,Whole Year,24103,Hectare,299200000,Nuts,12413.39252
Tamil Nadu,KANNIYAKUMARI,Coconut,2018-19,Whole Year,24573,Hectare,275900000,Nuts,11227.77032
Tamil Nadu,KARUR,Coconut,2016-17,Whole Year,6640,Hectare,61200000,Nuts,9216.86747
Tamil Nadu,KARUR,Coconut,2017-18,Whole Year,6747,Hectare,28000000,Nuts,4149.992589
Tamil Nadu,KARUR,Coconut,2018-19,Whole Year,6793,Hectare,53700000,Nuts,7905.196526
Tamil Nadu,KRISHNAGIRI,Coconut,2016-17,Whole Year,15611,Hectare,295200000,Nuts,18909.74313
Tamil Nadu,KRISHNAGIRI,Coconut,2017-18,Whole Year,15525,Hectare,219300000,Nuts,14125.60386
Tamil Nadu,KRISHNAGIRI,Coconut,2018-19,Whole Year,15167,Hectare,195500000,Nuts,12889.8266
Tamil Nadu,MADURAI,Coconut,2016-17,Whole Year,10876,Hectare,92800000,Nuts,8532.548731
Tamil Nadu,MADURAI,Coconut,2017-18,Whole Year,10964,Hectare,83900000,Nuts,7652.316673
Tamil Nadu,MADURAI,Coconut,2018-19,Whole Year,10610,Hectare,165800000,Nuts,15626.7672
Tamil Nadu,NAGAPATTINAM,Coconut,2016-17,Whole Year,3823,Hectare,65400000,Nuts,17106.98404
Tamil Nadu,NAGAPATTINAM,Coconut,2017-18,Whole Year,3760,Hectare,58700000,Nuts,15611.70213
Tamil Nadu,NAGAPATTINAM,Coconut,2018-19,Whole Year,3760,Hectare,40400000,Nuts,10744.68085
Tamil Nadu,NAMAKKAL,Coconut,2016-17,Whole Year,8270,Hectare,40900000,Nuts,4945.586457
Tamil Nadu,NAMAKKAL,Coconut,2017-18,Whole Year,8615,Hectare,45600000,Nuts,5293.093442
Tamil Nadu,NAMAKKAL,Coconut,2018-19,Whole Year,8609,Hectare,106600000,Nuts,12382.39052
Tamil Nadu,PERAMBALUR,Coconut,2016-17,Whole Year,693,Hectare,1900000,Nuts,2741.702742
Tamil Nadu,PERAMBALUR,Coconut,2017-18,Whole Year,670,Hectare,4200000,Nuts,6268.656716
Tamil Nadu,PERAMBALUR,Coconut,2018-19,Whole Year,675,Hectare,3000000,Nuts,4444.444444
Tamil Nadu,PUDUKKOTTAI,Coconut,2016-17,Whole Year,9456,Hectare,112100000,Nuts,11854.90694
Tamil Nadu,PUDUKKOTTAI,Coconut,2017-18,Whole Year,9513,Hectare,104200000,Nuts,10953.43215
Tamil Nadu,PUDUKKOTTAI,Coconut,2018-19,Whole Year,10218,Hectare,111000000,Nuts,10863.18262
Tamil Nadu,RAMANATHAPURAM,Coconut,2016-17,Whole Year,8292,Hectare,57300000,Nuts,6910.274964
Tamil Nadu,RAMANATHAPURAM,Coconut,2017-18,Whole Year,8118,Hectare,30600000,Nuts,3769.40133
Tamil Nadu,RAMANATHAPURAM,Coconut,2018-19,Whole Year,7573,Hectare,46900000,Nuts,6193.054272
Tamil Nadu,SALEM,Coconut,2016-17,Whole Year,13636,Hectare,110000000,Nuts,8066.881784
Tamil Nadu,SALEM,Coconut,2017-18,Whole Year,13093,Hectare,142000000,Nuts,10845.48996
Tamil Nadu,SALEM,Coconut,2018-19,Whole Year,12917,Hectare,142000000,Nuts,10993.26469
Tamil Nadu,SIVAGANGA,Coconut,2016-17,Whole Year,7098,Hectare,43500000,Nuts,6128.486898
Tamil Nadu,SIVAGANGA,Coconut,2017-18,Whole Year,6982,Hectare,50600000,Nuts,7247.207104
Tamil Nadu,SIVAGANGA,Coconut,2018-19,Whole Year,7170,Hectare,143900000,Nuts,20069.73501
Tamil Nadu,THANJAVUR,Coconut,2016-17,Whole Year,36136,Hectare,663900000,Nuts,18372.26035
Tamil Nadu,THANJAVUR,Coconut,2017-18,Whole Year,37346,Hectare,663900000,Nuts,17777.00423
Tamil Nadu,THANJAVUR,Coconut,2018-19,Whole Year,38116,Hectare,614700000,Nuts,16127.08574
Tamil Nadu,THE NILGIRIS,Coconut,2016-17,Whole Year,56,Hectare,200000,Nuts,3571.428571
Tamil Nadu,THE NILGIRIS,Coconut,2017-18,Whole Year,59,Hectare,100000,Nuts,1694.915254
Tamil Nadu,THE NILGIRIS,Coconut,2018-19,Whole Year,56,Hectare,200000,Nuts,3571.428571
Tamil Nadu,THENI,Coconut,2016-17,Whole Year,20931,Hectare,366600000,Nuts,17514.69113
Tamil Nadu,THENI,Coconut,2017-18,Whole Year,21117,Hectare,320800000,Nuts,15191.55183
Tamil Nadu,THENI,Coconut,2018-19,Whole Year,21445,Hectare,212600000,Nuts,9913.732805
Tamil Nadu,THIRUVALLUR,Coconut,2016-17,Whole Year,724,Hectare,8600000,Nuts,11878.45304
Tamil Nadu,THIRUVALLUR,Coconut,2017-18,Whole Year,666,Hectare,6200000,Nuts,9309.309309
Tamil Nadu,THIRUVALLUR,Coconut,2018-19,Whole Year,643,Hectare,10700000,Nuts,16640.7465
Tamil Nadu,THIRUVARUR,Coconut,2016-17,Whole Year,4718,Hectare,87000000,Nuts,18440.01696
Tamil Nadu,THIRUVARUR,Coconut,2017-18,Whole Year,4674,Hectare,73700000,Nuts,15768.07873
Tamil Nadu,THIRUVARUR,Coconut,2018-19,Whole Year,4728,Hectare,54000000,Nuts,11421.3198
Tamil Nadu,THOOTHUKUDI,Coconut,2016-17,Whole Year,6013,Hectare,48300000,Nuts,8032.596042
Tamil Nadu,THOOTHUKUDI,Coconut,2017-18,Whole Year,6010,Hectare,34800000,Nuts,5790.349418
Tamil Nadu,THOOTHUKUDI,Coconut,2018-19,Whole Year,6064,Hectare,51500000,Nuts,8492.744063
Tamil Nadu,TIRUCHIRAPPALLI,Coconut,2016-17,Whole Year,6070,Hectare,46500000,Nuts,7660.62603
Tamil Nadu,TIRUCHIRAPPALLI,Coconut,2017-18,Whole Year,5703,Hectare,28700000,Nuts,5032.439067
Tamil Nadu,TIRUCHIRAPPALLI,Coconut,2018-19,Whole Year,5493,Hectare,57000000,Nuts,10376.84326
Tamil Nadu,TIRUNELVELI,Coconut,2016-17,Whole Year,16249,Hectare,165200000,Nuts,10166.77949
Tamil Nadu,TIRUNELVELI,Coconut,2017-18,Whole Year,16362,Hectare,159000000,Nuts,9717.638431
Tamil Nadu,TIRUNELVELI,Coconut,2018-19,Whole Year,16534,Hectare,113900000,Nuts,6888.835128
Tamil Nadu,TIRUPPUR,Coconut,2016-17,Whole Year,60148,Hectare,675700000,Nuts,11233.95624
Tamil Nadu,TIRUPPUR,Coconut,2017-18,Whole Year,60333,Hectare,205300000,Nuts,3402.781231
Tamil Nadu,TIRUPPUR,Coconut,2018-19,Whole Year,61250,Hectare,501800000,Nuts,8192.653061
Tamil Nadu,TIRUVANNAMALAI,Coconut,2016-17,Whole Year,432,Hectare,3100000,Nuts,7175.925926
Tamil Nadu,TIRUVANNAMALAI,Coconut,2017-18,Whole Year,493,Hectare,4200000,Nuts,8519.269777
Tamil Nadu,TIRUVANNAMALAI,Coconut,2018-19,Whole Year,504,Hectare,3300000,Nuts,6547.619048
Tamil Nadu,VELLORE,Coconut,2016-17,Whole Year,20470,Hectare,290400000,Nuts,14186.61456
Tamil Nadu,VELLORE,Coconut,2017-18,Whole Year,20612,Hectare,274900000,Nuts,13336.89113
Tamil Nadu,VELLORE,Coconut,2018-19,Whole Year,20653,Hectare,276900000,Nuts,13407.25318
Tamil Nadu,VILLUPURAM,Coconut,2016-17,Whole Year,1723,Hectare,17100000,Nuts,9924.550203
Tamil Nadu,VILLUPURAM,Coconut,2017-18,Whole Year,1613,Hectare,6600000,Nuts,4091.754495
Tamil Nadu,VILLUPURAM,Coconut,2018-19,Whole Year,1742,Hectare,19000000,Nuts,10907.00344
Tamil Nadu,VIRUDHUNAGAR,Coconut,2016-17,Whole Year,10156,Hectare,136300000,Nuts,13420.63805
Tamil Nadu,VIRUDHUNAGAR,Coconut,2017-18,Whole Year,10148,Hectare,141700000,Nuts,13963.34253
Tamil Nadu,VIRUDHUNAGAR,Coconut,2018-19,Whole Year,10050,Hectare,159500000,Nuts,15870.64677
West Bengal,24 PARAGANAS NORTH,Coconut,2016-17,Whole Year,3740,Hectare,48555400,Nuts,12982.72727
West Bengal,24 PARAGANAS NORTH,Coconut,2017-18,Whole Year,3806,Hectare,48759600,Nuts,12811.2454
West Bengal,24 PARAGANAS NORTH,Coconut,2018-19,Whole Year,3855,Hectare,49405500,Nuts,12815.95331
West Bengal,24 PARAGANAS SOUTH,Coconut,2016-17,Whole Year,4162,Hectare,57030500,Nuts,13702.66699
West Bengal,24 PARAGANAS SOUTH,Coconut,2017-18,Whole Year,4235,Hectare,57258600,Nuts,13520.33058
West Bengal,24 PARAGANAS SOUTH,Coconut,2018-19,Whole Year,4332,Hectare,58576500,Nuts,13521.8144
West Bengal,ALIPURDUAR,Coconut,2016-17,Whole Year,448,Hectare,6602000,Nuts,14736.60714
West Bengal,ALIPURDUAR,Coconut,2017-18,Whole Year,465,Hectare,6710200,Nuts,14430.53763
West Bengal,ALIPURDUAR,Coconut,2018-19,Whole Year,475,Hectare,6855400,Nuts,14432.42105
West Bengal,BANKURA,Coconut,2016-17,Whole Year,275,Hectare,3285000,Nuts,11945.45455
West Bengal,BANKURA,Coconut,2017-18,Whole Year,312,Hectare,3298500,Nuts,10572.11538
West Bengal,BANKURA,Coconut,2018-19,Whole Year,318,Hectare,3362000,Nuts,10572.32704
West Bengal,BIRBHUM,Coconut,2016-17,Whole Year,398,Hectare,3322800,Nuts,8348.743719
West Bengal,BIRBHUM,Coconut,2017-18,Whole Year,406,Hectare,3387800,Nuts,8344.334975
West Bengal,BIRBHUM,Coconut,2018-19,Whole Year,415,Hectare,3462800,Nuts,8344.096386
West Bengal,COOCHBEHAR,Coconut,2016-17,Whole Year,1296,Hectare,17783700,Nuts,13721.99074
West Bengal,COOCHBEHAR,Coconut,2017-18,Whole Year,1315,Hectare,17876800,Nuts,13594.52471
West Bengal,COOCHBEHAR,Coconut,2018-19,Whole Year,1335,Hectare,18149600,Nuts,13595.20599
West Bengal,DARJEELING,Coconut,2016-17,Whole Year,155,Hectare,2310600,Nuts,14907.09677
West Bengal,DARJEELING,Coconut,2017-18,Whole Year,90,Hectare,1028900,Nuts,11432.22222
West Bengal,DARJEELING,Coconut,2018-19,Whole Year,95,Hectare,1077200,Nuts,11338.94737
West Bengal,DINAJPUR DAKSHIN,Coconut,2016-17,Whole Year,205,Hectare,2595500,Nuts,12660.97561
West Bengal,DINAJPUR DAKSHIN,Coconut,2017-18,Whole Year,225,Hectare,2610500,Nuts,11602.22222
West Bengal,DINAJPUR DAKSHIN,Coconut,2018-19,Whole Year,252,Hectare,2854400,Nuts,11326.98413
West Bengal,DINAJPUR UTTAR,Coconut,2016-17,Whole Year,248,Hectare,2820500,Nuts,11372.98387
West Bengal,DINAJPUR UTTAR,Coconut,2017-18,Whole Year,265,Hectare,2865800,Nuts,10814.33962
West Bengal,DINAJPUR UTTAR,Coconut,2018-19,Whole Year,298,Hectare,3222600,Nuts,10814.09396
West Bengal,HOOGHLY,Coconut,2016-17,Whole Year,1030,Hectare,12690500,Nuts,12320.87379
West Bengal,HOOGHLY,Coconut,2017-18,Whole Year,1068,Hectare,12874600,Nuts,12054.86891
West Bengal,HOOGHLY,Coconut,2018-19,Whole Year,1088,Hectare,13126500,Nuts,12064.79779
West Bengal,HOWRAH,Coconut,2016-17,Whole Year,2994,Hectare,32055000,Nuts,10706.41283
West Bengal,HOWRAH,Coconut,2017-18,Whole Year,3075,Hectare,32500000,Nuts,10569.10569
West Bengal,HOWRAH,Coconut,2018-19,Whole Year,3122,Hectare,33078500,Nuts,10595.29148
West Bengal,JALPAIGURI,Coconut,2016-17,Whole Year,365,Hectare,5390100,Nuts,14767.39726
West Bengal,JALPAIGURI,Coconut,2017-18,Whole Year,375,Hectare,5537600,Nuts,14766.93333
West Bengal,JALPAIGURI,Coconut,2018-19,Whole Year,415,Hectare,5828300,Nuts,14044.09639
West Bengal,JHARGRAM,Coconut,2017-18,Whole Year,172,Hectare,1821000,Nuts,10587.2093
West Bengal,JHARGRAM,Coconut,2018-19,Whole Year,178,Hectare,1884500,Nuts,10587.07865
West Bengal,KALIMPONG,Coconut,2017-18,Whole Year,70,Hectare,896500,Nuts,12807.14286
West Bengal,KALIMPONG,Coconut,2018-19,Whole Year,71,Hectare,896800,Nuts,12630.98592
West Bengal,MALDAH,Coconut,2016-17,Whole Year,558,Hectare,7787200,Nuts,13955.55556
West Bengal,MALDAH,Coconut,2017-18,Whole Year,578,Hectare,7868500,Nuts,13613.3218
West Bengal,MALDAH,Coconut,2018-19,Whole Year,595,Hectare,8099500,Nuts,13612.60504
West Bengal,MEDINIPUR EAST,Coconut,2016-17,Whole Year,3775,Hectare,42799500,Nuts,11337.61589
West Bengal,MEDINIPUR EAST,Coconut,2017-18,Whole Year,3834,Hectare,43498600,Nuts,11345.48774
West Bengal,MEDINIPUR EAST,Coconut,2018-19,Whole Year,3890,Hectare,44235200,Nuts,11371.51671
West Bengal,MEDINIPUR WEST,Coconut,2016-17,Whole Year,1493,Hectare,20859000,Nuts,13971.19893
West Bengal,MEDINIPUR WEST,Coconut,2017-18,Whole Year,1352,Hectare,19215000,Nuts,14212.27811
West Bengal,MEDINIPUR WEST,Coconut,2018-19,Whole Year,1375,Hectare,19371500,Nuts,14088.36364
West Bengal,MURSHIDABAD,Coconut,2016-17,Whole Year,4708,Hectare,64812000,Nuts,13766.35514
West Bengal,MURSHIDABAD,Coconut,2017-18,Whole Year,4740,Hectare,64841200,Nuts,13679.57806
West Bengal,MURSHIDABAD,Coconut,2018-19,Whole Year,4768,Hectare,65227300,Nuts,13680.22232
West Bengal,NADIA,Coconut,2016-17,Whole Year,1028,Hectare,13075500,Nuts,12719.35798
West Bengal,NADIA,Coconut,2017-18,Whole Year,1065,Hectare,13178500,Nuts,12374.1784
West Bengal,NADIA,Coconut,2018-19,Whole Year,1110,Hectare,13554500,Nuts,12211.26126
West Bengal,PASCHIM BARDHAMAN,Coconut,2017-18,Whole Year,342,Hectare,3221800,Nuts,9420.467836
West Bengal,PASCHIM BARDHAMAN,Coconut,2018-19,Whole Year,348,Hectare,3279400,Nuts,9423.563218
West Bengal,PURBA BARDHAMAN,Coconut,2016-17,Whole Year,2682,Hectare,30870300,Nuts,11510.17897
West Bengal,PURBA BARDHAMAN,Coconut,2017-18,Whole Year,2392,Hectare,28464500,Nuts,11899.87458
West Bengal,PURBA BARDHAMAN,Coconut,2018-19,Whole Year,2405,Hectare,28619500,Nuts,11900
West Bengal,PURULIA,Coconut,2016-17,Whole Year,65,Hectare,754900,Nuts,11613.84615
West Bengal,PURULIA,Coconut,2017-18,Whole Year,68,Hectare,785500,Nuts,11551.47059
West Bengal,PURULIA,Coconut,2018-19,Whole Year,75,Hectare,857500,Nuts,11433.33333
Andaman and Nicobar Islands,NICOBARS,Coconut,2019-20,Whole Year,15728,Hectare,89060000,Nuts,5662.512716
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,Coconut,2019-20,Whole Year,1532.48,Hectare,7610000,Nuts,4965.807058
Andaman and Nicobar Islands,SOUTH ANDAMANS,Coconut,2019-20,Whole Year,2810,Hectare,15880000,Nuts,5651.245552
Andhra Pradesh,ANANTAPUR,Coconut,2019-20,Whole Year,358,Hectare,6588000,Nuts,18402.23464
Andhra Pradesh,CHITTOOR,Coconut,2019-20,Whole Year,2360,Hectare,21606000,Nuts,9155.084746
Andhra Pradesh,EAST GODAVARI,Coconut,2019-20,Whole Year,50535,Hectare,898057000,Nuts,17770.9904
Andhra Pradesh,GUNTUR,Coconut,2019-20,Whole Year,97,Hectare,1785000,Nuts,18402.06186
Andhra Pradesh,KADAPA,Coconut,2019-20,Whole Year,113,Hectare,2079000,Nuts,18398.23009
Andhra Pradesh,KRISHNA,Coconut,2019-20,Whole Year,1820,Hectare,33490000,Nuts,18401.0989
Andhra Pradesh,KURNOOL,Coconut,2019-20,Whole Year,5,Hectare,92000,Nuts,18400
Andhra Pradesh,PRAKASAM,Coconut,2019-20,Whole Year,19,Hectare,350000,Nuts,18421.05263
Andhra Pradesh,SPSR NELLORE,Coconut,2019-20,Whole Year,390,Hectare,7176000,Nuts,18400
Andhra Pradesh,SRIKAKULAM,Coconut,2019-20,Whole Year,14735,Hectare,108199000,Nuts,7342.992874
Andhra Pradesh,VISAKHAPATANAM,Coconut,2019-20,Whole Year,7420,Hectare,98612000,Nuts,13290.02695
Andhra Pradesh,VIZIANAGARAM,Coconut,2019-20,Whole Year,2859,Hectare,40026000,Nuts,14000
Andhra Pradesh,WEST GODAVARI,Coconut,2019-20,Whole Year,23316,Hectare,694164000,Nuts,29772.00206
Assam,BAKSA,Coconut,2019-20,Whole Year,950,Hectare,6740000,Nuts,7094.736842
Assam,BARPETA,Coconut,2019-20,Whole Year,1636,Hectare,26207000,Nuts,16018.94866
Assam,BISWANATH,Coconut,2019-20,Whole Year,498,Hectare,5606000,Nuts,11257.02811
Assam,BONGAIGAON,Coconut,2019-20,Whole Year,660,Hectare,4884000,Nuts,7400
Assam,CACHAR,Coconut,2019-20,Whole Year,991,Hectare,1550000,Nuts,1564.07669
Assam,CHARAIDEO,Coconut,2019-20,Whole Year,500,Hectare,2636000,Nuts,5272
Assam,CHIRANG,Coconut,2019-20,Whole Year,545,Hectare,1037000,Nuts,1902.752294
Assam,DARRANG,Coconut,2019-20,Whole Year,616,Hectare,3015000,Nuts,4894.480519
Assam,DHEMAJI,Coconut,2019-20,Whole Year,101,Hectare,373000,Nuts,3693.069307
Assam,DHUBRI,Coconut,2019-20,Whole Year,347,Hectare,4360000,Nuts,12564.8415
Assam,DIBRUGARH,Coconut,2019-20,Whole Year,81,Hectare,478000,Nuts,5901.234568
Assam,DIMA HASAO,Coconut,2019-20,Whole Year,168,Hectare,224000,Nuts,1333.333333
Assam,GOALPARA,Coconut,2019-20,Whole Year,770,Hectare,1307000,Nuts,1697.402597
Assam,GOLAGHAT,Coconut,2019-20,Whole Year,1044,Hectare,8405000,Nuts,8050.766284
Assam,HAILAKANDI,Coconut,2019-20,Whole Year,292,Hectare,1338000,Nuts,4582.191781
Assam,HOJAI,Coconut,2019-20,Whole Year,495,Hectare,3658000,Nuts,7389.89899
Assam,JORHAT,Coconut,2019-20,Whole Year,326,Hectare,4520000,Nuts,13865.03067
Assam,KAMRUP,Coconut,2019-20,Whole Year,1197,Hectare,15566000,Nuts,13004.17711
Assam,KAMRUP METRO,Coconut,2019-20,Whole Year,176,Hectare,2524000,Nuts,14340.90909
Assam,KARBI ANGLONG,Coconut,2019-20,Whole Year,504,Hectare,2044000,Nuts,4055.555556
Assam,KARIMGANJ,Coconut,2019-20,Whole Year,735,Hectare,3799000,Nuts,5168.707483
Assam,KOKRAJHAR,Coconut,2019-20,Whole Year,425,Hectare,2030000,Nuts,4776.470588
Assam,LAKHIMPUR,Coconut,2019-20,Whole Year,289,Hectare,1470000,Nuts,5086.50519
Assam,MAJULI,Coconut,2019-20,Whole Year,135,Hectare,1423000,Nuts,10540.74074
Assam,MARIGAON,Coconut,2019-20,Whole Year,781,Hectare,5062000,Nuts,6481.434059
Assam,NAGAON,Coconut,2019-20,Whole Year,2490,Hectare,9462000,Nuts,3800
Assam,NALBARI,Coconut,2019-20,Whole Year,1448,Hectare,16612000,Nuts,11472.37569
Assam,SIVASAGAR,Coconut,2019-20,Whole Year,215,Hectare,1110000,Nuts,5162.790698
Assam,SONITPUR,Coconut,2019-20,Whole Year,1516,Hectare,6314000,Nuts,4164.907652
Assam,TINSUKIA,Coconut,2019-20,Whole Year,71,Hectare,2340000,Nuts,32957.74648
Assam,UDALGURI,Coconut,2019-20,Whole Year,723,Hectare,2231000,Nuts,3085.753804
Assam,WEST KARBI ANGLONG,Coconut,2019-20,Whole Year,75,Hectare,304000,Nuts,4053.333333
Goa,NORTH GOA,Coconut,2019-20,Whole Year,9544,Hectare,63000000,Nuts,6601.005868
Goa,SOUTH GOA,Coconut,2019-20,Whole Year,16998,Hectare,104000000,Nuts,6118.366867
Karnataka,BAGALKOT,Coconut,2019-20,Whole Year,366,Hectare,3017000,Nuts,8243.169399
Karnataka,BANGALORE RURAL,Coconut,2019-20,Whole Year,3141,Hectare,25890000,Nuts,8242.597899
Karnataka,BELGAUM,Coconut,2019-20,Whole Year,359,Hectare,2959000,Nuts,8242.339833
Karnataka,BELLARY,Coconut,2019-20,Whole Year,876,Hectare,7221000,Nuts,8243.150685
Karnataka,BENGALURU URBAN,Coconut,2019-20,Whole Year,2850,Hectare,23492000,Nuts,8242.807018
Karnataka,BIDAR,Coconut,2019-20,Whole Year,41,Hectare,338000,Nuts,8243.902439
Karnataka,BIJAPUR,Coconut,2019-20,Whole Year,103,Hectare,849000,Nuts,8242.718447
Karnataka,CHAMARAJANAGAR,Coconut,2019-20,Whole Year,12569,Hectare,103603000,Nuts,8242.740075
Karnataka,CHIKBALLAPUR,Coconut,2019-20,Whole Year,549,Hectare,4525000,Nuts,8242.258652
Karnataka,CHIKMAGALUR,Coconut,2019-20,Whole Year,54188,Hectare,505025000,Nuts,9319.867867
Karnataka,CHITRADURGA,Coconut,2019-20,Whole Year,50775,Hectare,318996000,Nuts,6282.54062
